variant,parameter,mean,sd,eti89_lb,eti89_ub,fold,definition,component,fold_schedule
baseline_pres_incumbent,sigma,14.306297,0.431739,13.643492,15.015468,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,Intercept,1.677756,1.454846,-0.621331,4.002695,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,PVI_N,1.711305,0.069748,1.597993,1.82227,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,incumbent_dem,9.113786,1.619681,6.534185,11.686284,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,incumbent_gop,-20.187755,2.492945,-24.182219,-16.201801,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,pres_elec,5.585135,2.863698,1.004103,10.157691,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,pres_elec_x_incumbent_dem,3.644227,3.34247,-1.683357,8.941792,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_pres_incumbent,pres_elec_x_incumbent_gop,-2.230379,4.009763,-8.746034,4.081802,2024-11-05,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.777571,0.704543,12.699391,14.942892,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-1.644078,3.968226,-7.985126,4.676242,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.82254,0.121199,1.630517,2.015692,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,11.153999,2.325026,7.454004,14.940574,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-21.516475,4.034556,-27.91701,-15.036092,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,6.829209,2.271068,3.703664,10.844915,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],-0.059551,5.693607,-9.224911,8.913994,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.461324,6.505139,-6.074759,14.387755,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-4.55027,3.683382,-10.543802,1.213978,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],3.843371,5.984617,-4.949308,13.947269,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.639115,6.85132,-16.283866,5.281014,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],8.367278,3.843435,2.521767,14.558604,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.543953,5.915967,-12.429711,6.498334,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],3.909203,6.500485,-5.656371,15.015645,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-4.032674,5.556067,-13.141333,4.243642,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.572388,6.428826,-14.258568,5.687313,2014-01-07,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.923371,0.724581,12.821582,15.117644,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-4.533634,4.187945,-11.197374,1.978762,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.867323,0.120789,1.673254,2.058009,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,11.357307,2.384549,7.510826,15.150692,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-20.908833,4.146317,-27.541429,-14.208051,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,7.94004,2.58182,4.336291,12.513885,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],0.677455,6.407563,-9.558376,11.051933,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],4.693785,7.433663,-6.066691,17.481,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-2.408572,4.100057,-8.638854,4.253334,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],5.434369,6.857643,-4.601019,17.203461,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-5.02508,7.228474,-17.261644,5.705845,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],10.614719,4.277405,4.264172,17.68877,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.080261,6.356662,-12.466693,7.800342,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],5.366963,7.51359,-5.335051,18.220613,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-3.712162,5.929371,-13.56286,5.353582,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.633551,7.180786,-15.572991,7.244155,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-9.872574,8.441036,-24.671485,1.958367,2014-04-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.933633,0.724711,12.806164,15.127188,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-3.432328,3.773317,-9.553935,2.41723,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.861071,0.121006,1.667965,2.052596,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,11.264124,2.402702,7.452379,15.107039,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-21.006067,4.073477,-27.494056,-14.576413,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,7.669266,2.501926,4.044947,11.930085,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],0.39692,6.293924,-9.516632,10.631257,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],4.194887,7.156968,-6.35239,16.363353,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-3.327827,3.695014,-9.006159,2.652183,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],4.820437,6.45719,-4.647792,15.94281,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-5.061823,7.180664,-17.437496,5.220236,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],9.644487,3.922951,3.75318,16.082573,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.440378,6.177937,-12.345151,7.15158,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],4.837718,7.346521,-5.887535,17.232728,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-4.035156,5.756986,-13.38194,4.73804,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.814238,6.929629,-15.438907,6.576511,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-9.658078,8.194559,-23.971925,1.909872,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],4.00212,5.912335,-4.760645,14.011885,2014-11-04,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.638306,0.580923,12.742356,14.588785,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-3.799934,3.245435,-9.131705,1.298956,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.85238,0.089116,1.709542,1.993491,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.474192,1.948353,10.389577,16.573042,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-20.286233,3.164524,-25.320404,-15.13835,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,6.929813,2.379391,3.68429,11.22935,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],0.477872,5.708988,-8.469018,9.700192,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.847144,6.550698,-5.603182,15.099943,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-4.356178,3.199728,-9.309278,0.816812,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],4.292062,5.957297,-4.442229,14.497689,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.375792,6.676207,-15.890253,5.152437,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],8.522384,3.356238,3.505736,14.084946,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.000679,5.819564,-11.457485,7.160787,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],4.329083,6.654136,-5.343489,15.788141,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-3.469295,5.368525,-12.347798,4.654172,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.368623,6.435958,-14.146352,5.928417,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-8.576593,7.664516,-22.313886,1.738887,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],3.761449,5.579938,-4.605666,13.095969,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-11-04],0.514659,3.220983,-4.425137,5.741088,2015-03-31,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.802598,0.592881,12.892379,14.793476,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-2.762323,3.200128,-7.854612,2.391737,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.869501,0.092695,1.719258,2.016631,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.187459,1.952104,10.120074,16.311431,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-20.455656,3.158615,-25.534215,-15.437433,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,7.263174,2.405532,3.890674,11.530728,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],0.026605,5.943111,-9.430856,9.377197,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.650484,6.739896,-6.191186,14.888089,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-5.317463,3.157503,-10.264911,-0.376631,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],4.200594,6.126848,-4.870148,14.669062,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.968171,6.795372,-16.605987,4.877905,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],7.612255,3.291612,2.567924,13.026014,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.558293,5.974454,-12.539764,6.578599,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],4.226905,6.777955,-5.580149,15.686984,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-4.363508,5.82956,-14.225663,4.506527,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.7985,6.836712,-15.633124,6.242659,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-9.105807,7.796507,-22.809475,1.555369,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],3.445192,5.564085,-4.915949,12.704967,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-11-04],-0.431233,3.220765,-5.505718,4.668062,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-03-31],7.178541,6.634,-2.222207,18.539093,2015-11-03,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.811279,0.590049,12.908102,14.787192,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-2.460754,3.140279,-7.491138,2.582627,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.868483,0.090624,1.725717,2.012462,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.146697,1.959585,10.048418,16.240635,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-20.491642,3.113839,-25.388464,-15.442288,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,7.07567,2.345981,3.783775,11.171476,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],-0.093581,5.778564,-9.185742,9.137896,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.493472,6.699317,-6.145979,14.749394,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-5.587286,3.118937,-10.565442,-0.64866,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],3.954294,5.970349,-4.944529,13.921985,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.847229,6.935243,-16.670639,5.28062,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],7.36776,3.248718,2.366671,12.768597,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.45848,5.852601,-12.272304,6.376924,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],4.033117,6.656067,-5.766217,15.31405,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-4.314409,5.667937,-13.555912,4.136009,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.650474,6.463323,-14.619283,5.884602,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-8.96636,7.816412,-22.590939,1.906897,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],3.272797,5.464528,-5.069036,12.306219,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-11-04],-0.67541,3.189321,-5.756141,4.462402,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-03-31],6.914069,6.347019,-2.163226,17.805366,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-11-03],1.53198,6.450249,-8.350635,12.120316,2016-03-01,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.80561,0.578522,12.917896,14.755577,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-2.468505,2.999753,-7.283647,2.307472,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.867788,0.090159,1.725042,2.012471,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.181974,1.927669,10.123191,16.291832,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-20.43426,3.122422,-25.386389,-15.488978,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,6.922022,2.295886,3.719138,10.952441,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],-0.108231,5.642304,-9.019856,9.092282,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.404725,6.460631,-6.148621,14.321865,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-5.559929,2.983019,-10.385034,-0.833293,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],3.835452,5.938488,-5.001296,13.754649,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.632278,6.599793,-15.912055,4.893895,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],7.351167,3.151404,2.470785,12.410322,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.476649,5.752703,-12.187694,6.352858,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],3.871849,6.561714,-5.678591,14.898118,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-4.205377,5.473897,-13.372344,4.054357,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.47874,6.567092,-14.425509,6.243106,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-8.613105,7.676385,-22.133955,1.80832,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],3.12084,5.40411,-4.976694,12.16907,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-11-04],-0.6676,3.069861,-5.482844,4.227114,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-03-31],6.827436,6.426943,-2.256802,17.904587,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-11-03],1.521639,6.295533,-8.09019,11.614119,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2016-03-01],0.275709,5.82849,-8.90112,9.443,2016-05-10,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.789703,0.586165,12.89406,14.744069,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-2.41896,2.925859,-7.040862,2.245086,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.868245,0.091572,1.720539,2.014757,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.146225,1.954497,10.040501,16.298115,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-20.477631,3.161704,-25.520403,-15.336996,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,6.621366,2.17517,3.644243,10.452306,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],-0.088081,5.526603,-8.716771,8.747243,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.122858,6.397193,-6.319333,13.782469,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-5.573608,2.935987,-10.235532,-0.944772,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],3.593952,5.688686,-5.020786,12.900917,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.33047,6.325023,-15.19271,4.783837,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],7.288904,3.113022,2.564872,12.429411,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.331066,5.516507,-11.503951,6.211513,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],3.688923,6.372425,-5.609927,14.668183,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-3.968857,5.306637,-12.667838,4.024129,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.342837,6.422346,-14.070835,6.150445,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-8.100643,7.133851,-20.424453,1.656895,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],3.115739,5.442003,-5.036451,12.133581,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-11-04],-0.700529,3.023203,-5.441346,4.176883,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-03-31],6.327809,6.201102,-2.585711,16.835986,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-11-03],1.322353,6.092654,-7.99422,11.349169,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2016-03-01],0.274332,5.530948,-8.420715,9.256518,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2016-05-10],-0.063024,6.089303,-9.727612,9.648381,2016-11-08,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.796928,0.532136,12.981561,14.674664,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,-0.005891,2.724525,-4.286675,4.295571,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.710465,0.081047,1.580841,1.84203,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.788214,1.795794,10.896792,16.733609,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-21.976932,2.655394,-26.199532,-17.738278,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,6.921882,2.106449,4.014867,10.67113,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],-0.100461,5.625121,-9.089084,8.888423,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],3.889776,6.411849,-5.516891,14.769458,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-6.925303,2.760556,-11.421832,-2.641478,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],3.8118,5.875094,-5.026735,13.507548,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-4.784479,6.632497,-16.096128,4.985062,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],6.389252,2.935886,1.786125,11.066526,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-2.618578,5.711915,-12.003599,6.15281,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],4.293128,6.625372,-5.540167,15.363764,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-3.677511,5.411097,-12.65367,4.479038,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-11-05],-3.792279,6.602207,-14.786383,5.955292,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-01-07],-9.285995,7.517992,-22.27874,1.250506,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-04-01],2.628878,5.32896,-5.561322,11.347464,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2014-11-04],-2.020165,2.847107,-6.517381,2.456446,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-03-31],6.547653,6.160042,-2.387545,16.978407,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2015-11-03],1.205758,6.35302,-8.585631,11.714857,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2016-03-01],-0.261425,5.580097,-9.060392,8.577481,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2016-05-10],-0.699738,6.264755,-10.773231,9.07923,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2016-11-08],5.304403,3.05141,0.583908,10.233717,2017-07-25,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,sigma,13.929881,0.538893,13.094364,14.81671,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,Intercept,1.779288,3.180161,-3.256132,6.773709,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,PVI_N,1.706381,0.081445,1.575276,1.833828,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_dem,13.473185,1.862227,10.541452,16.441895,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,incumbent_gop,-22.536401,2.682216,-26.852252,-18.297728,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date_sigma,9.102982,2.685987,5.053239,13.692138,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-05-11],-0.915668,6.726955,-11.710901,9.626961,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-06-15],5.203619,7.971781,-6.626785,18.594948,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2010-11-02],-8.526028,3.293368,-13.933404,-3.331889,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-05-10],4.435411,6.742393,-5.872671,15.527685,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2011-09-20],-7.695894,8.128607,-21.629726,4.226111,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2012-11-06],5.19418,3.406725,-0.255422,10.686411,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-04-02],-4.425937,6.761305,-15.571213,6.027958,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-05-28],5.81706,7.973828,-6.163993,19.132955,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
baseline_year,1|election_date[2013-09-10],-5.717656,6.381227,-16.217264,4.073991,2017-10-17,two_party_or_strongest,,election_date>=2014-01-01
