definition,variant,bin,bin_lower,bin_upper,n_races,small_sample,mean_forecast,observed_frequency,fold_schedule
two_party_or_strongest,baseline_spend_logratio_wide,0.1-0.2,0.1,0.2,16,False,0.154609,0.0625,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.2-0.3,0.2,0.3,20,False,0.246175,0.25,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.3-0.4,0.3,0.4,8,True,0.353797,0.625,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.4-0.5,0.4,0.5,10,False,0.45525,0.5,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.5-0.6,0.5,0.6,13,False,0.543404,0.692308,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.6-0.7,0.6,0.7,21,False,0.651827,0.809524,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.7-0.8,0.7,0.8,29,False,0.753961,0.896552,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.8-0.9,0.8,0.9,31,False,0.847226,0.935484,election_date>=2014-01-01
two_party_or_strongest,baseline_spend_logratio_wide,0.9-1.0,0.9,1.0,196,False,0.974698,0.989796,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.0-0.1,0.0,0.1,49,False,0.045122,0.020408,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.1-0.2,0.1,0.2,28,False,0.141388,0.071429,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.2-0.3,0.2,0.3,22,False,0.235312,0.272727,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.3-0.4,0.3,0.4,11,False,0.355943,0.454545,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.4-0.5,0.4,0.5,11,False,0.456091,0.454545,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.5-0.6,0.5,0.6,12,False,0.55926,0.75,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.6-0.7,0.6,0.7,29,False,0.655134,0.724138,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.7-0.8,0.7,0.8,37,False,0.749828,0.918919,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.8-0.9,0.8,0.9,50,False,0.850052,0.9,election_date>=2014-01-01
write_in_5pct,special_pooled_term,0.9-1.0,0.9,1.0,177,False,0.969944,1.0,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.0-0.1,0.0,0.1,47,False,0.044513,0.021277,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.1-0.2,0.1,0.2,31,False,0.139516,0.032258,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.2-0.3,0.2,0.3,19,False,0.246605,0.263158,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.3-0.4,0.3,0.4,14,False,0.353089,0.428571,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.4-0.5,0.4,0.5,8,True,0.463641,0.5,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.5-0.6,0.5,0.6,16,False,0.546812,0.6875,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.6-0.7,0.6,0.7,32,False,0.66843,0.8125,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.7-0.8,0.7,0.8,31,False,0.754464,0.935484,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.8-0.9,0.8,0.9,55,False,0.85377,0.890909,election_date>=2014-01-01
write_in_5pct,special_pooled_plain,0.9-1.0,0.9,1.0,173,False,0.971418,1.0,election_date>=2014-01-01
write_in_5pct,special_split,0.0-0.1,0.0,0.1,54,False,0.041562,0.037037,election_date>=2014-01-01
write_in_5pct,special_split,0.1-0.2,0.1,0.2,28,False,0.145161,0.035714,election_date>=2014-01-01
write_in_5pct,special_split,0.2-0.3,0.2,0.3,17,False,0.244397,0.352941,election_date>=2014-01-01
write_in_5pct,special_split,0.3-0.4,0.3,0.4,9,True,0.352375,0.333333,election_date>=2014-01-01
write_in_5pct,special_split,0.4-0.5,0.4,0.5,9,True,0.437917,0.333333,election_date>=2014-01-01
write_in_5pct,special_split,0.5-0.6,0.5,0.6,12,False,0.555208,0.666667,election_date>=2014-01-01
write_in_5pct,special_split,0.6-0.7,0.6,0.7,25,False,0.656335,0.76,election_date>=2014-01-01
write_in_5pct,special_split,0.7-0.8,0.7,0.8,37,False,0.752953,0.918919,election_date>=2014-01-01
write_in_5pct,special_split,0.8-0.9,0.8,0.9,46,False,0.851516,0.891304,election_date>=2014-01-01
write_in_5pct,special_split,0.9-1.0,0.9,1.0,189,False,0.970652,0.994709,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.0-0.1,0.0,0.1,47,False,0.044931,0.021277,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.1-0.2,0.1,0.2,32,False,0.141043,0.0625,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.2-0.3,0.2,0.3,18,False,0.248403,0.277778,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.3-0.4,0.3,0.4,17,False,0.350507,0.411765,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.4-0.5,0.4,0.5,8,True,0.458531,0.5,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.5-0.6,0.5,0.6,13,False,0.556865,0.692308,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.6-0.7,0.6,0.7,21,False,0.643482,0.761905,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.7-0.8,0.7,0.8,40,False,0.746181,0.925,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.8-0.9,0.8,0.9,54,False,0.856488,0.907407,election_date>=2014-01-01
write_in_5pct,baseline_num_candidates,0.9-1.0,0.9,1.0,176,False,0.971796,0.994318,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.0-0.1,0.0,0.1,50,False,0.054058,0.02,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.1-0.2,0.1,0.2,32,False,0.142734,0.09375,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.2-0.3,0.2,0.3,12,False,0.247927,0.166667,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.3-0.4,0.3,0.4,17,False,0.343456,0.411765,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.4-0.5,0.4,0.5,10,False,0.460113,0.4,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.5-0.6,0.5,0.6,15,False,0.550158,0.733333,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.6-0.7,0.6,0.7,28,False,0.654281,0.857143,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.7-0.8,0.7,0.8,35,False,0.746368,0.885714,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.8-0.9,0.8,0.9,51,False,0.849833,0.901961,election_date>=2014-01-01
write_in_5pct,baseline_pres_incumbent,0.9-1.0,0.9,1.0,176,False,0.970575,1.0,election_date>=2014-01-01
write_in_5pct,baseline_year,0.0-0.1,0.0,0.1,52,False,0.062454,0.0,election_date>=2014-01-01
write_in_5pct,baseline_year,0.1-0.2,0.1,0.2,26,False,0.138476,0.115385,election_date>=2014-01-01
write_in_5pct,baseline_year,0.2-0.3,0.2,0.3,17,False,0.254059,0.176471,election_date>=2014-01-01
write_in_5pct,baseline_year,0.3-0.4,0.3,0.4,7,True,0.370839,0.285714,election_date>=2014-01-01
write_in_5pct,baseline_year,0.4-0.5,0.4,0.5,14,False,0.445848,0.357143,election_date>=2014-01-01
write_in_5pct,baseline_year,0.5-0.6,0.5,0.6,19,False,0.550757,0.631579,election_date>=2014-01-01
write_in_5pct,baseline_year,0.6-0.7,0.6,0.7,14,False,0.642768,0.857143,election_date>=2014-01-01
write_in_5pct,baseline_year,0.7-0.8,0.7,0.8,47,False,0.753311,0.93617,election_date>=2014-01-01
write_in_5pct,baseline_year,0.8-0.9,0.8,0.9,55,False,0.854473,0.909091,election_date>=2014-01-01
write_in_5pct,baseline_year,0.9-1.0,0.9,1.0,175,False,0.96892,0.994286,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.0-0.1,0.0,0.1,37,False,0.05422,0.0,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.1-0.2,0.1,0.2,37,False,0.146544,0.108108,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.2-0.3,0.2,0.3,15,False,0.240342,0.133333,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.3-0.4,0.3,0.4,15,False,0.34805,0.266667,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.4-0.5,0.4,0.5,12,False,0.451385,0.416667,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.5-0.6,0.5,0.6,12,False,0.565469,0.75,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.6-0.7,0.6,0.7,30,False,0.661813,0.766667,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.7-0.8,0.7,0.8,28,False,0.746027,0.857143,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.8-0.9,0.8,0.9,49,False,0.859916,0.918367,election_date>=2014-01-01
write_in_5pct,baseline_national_env,0.9-1.0,0.9,1.0,191,False,0.974996,0.989529,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.0-0.1,0.0,0.1,65,False,0.034404,0.030769,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.1-0.2,0.1,0.2,18,False,0.142486,0.111111,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.2-0.3,0.2,0.3,18,False,0.241076,0.388889,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.3-0.4,0.3,0.4,16,False,0.346727,0.4375,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.4-0.5,0.4,0.5,17,False,0.450125,0.705882,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.5-0.6,0.5,0.6,14,False,0.557839,0.857143,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.6-0.7,0.6,0.7,18,False,0.657653,0.888889,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.7-0.8,0.7,0.8,24,False,0.746354,0.791667,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.8-0.9,0.8,0.9,22,False,0.858193,0.954545,election_date>=2014-01-01
write_in_5pct,baseline_money_share,0.9-1.0,0.9,1.0,199,False,0.983951,0.98995,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.0-0.1,0.0,0.1,56,False,0.037078,0.017857,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.1-0.2,0.1,0.2,30,False,0.145458,0.066667,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.2-0.3,0.2,0.3,13,False,0.252865,0.230769,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.3-0.4,0.3,0.4,12,False,0.345135,0.5,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.4-0.5,0.4,0.5,9,True,0.446222,0.777778,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.5-0.6,0.5,0.6,19,False,0.553704,0.736842,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.6-0.7,0.6,0.7,21,False,0.655952,0.809524,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.7-0.8,0.7,0.8,31,False,0.744169,0.935484,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.8-0.9,0.8,0.9,31,False,0.853125,0.903226,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio,0.9-1.0,0.9,1.0,189,False,0.980894,0.994709,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.0-0.1,0.0,0.1,52,False,0.047212,0.019231,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.1-0.2,0.1,0.2,29,False,0.150034,0.034483,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.2-0.3,0.2,0.3,16,False,0.249,0.3125,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.3-0.4,0.3,0.4,13,False,0.34975,0.461538,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.4-0.5,0.4,0.5,8,True,0.443438,0.625,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.5-0.6,0.5,0.6,17,False,0.554537,0.705882,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.6-0.7,0.6,0.7,21,False,0.656042,0.809524,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.7-0.8,0.7,0.8,40,False,0.753059,0.95,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.8-0.9,0.8,0.9,39,False,0.855952,0.871795,election_date>=2014-01-01
write_in_5pct,baseline_money_diff,0.9-1.0,0.9,1.0,176,False,0.9747,1.0,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.0-0.1,0.0,0.1,54,False,0.034787,0.018519,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.1-0.2,0.1,0.2,31,False,0.14106,0.032258,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.2-0.3,0.2,0.3,15,False,0.2533,0.333333,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.3-0.4,0.3,0.4,12,False,0.354656,0.416667,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.4-0.5,0.4,0.5,7,True,0.442607,0.857143,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.5-0.6,0.5,0.6,20,False,0.54865,0.75,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.6-0.7,0.6,0.7,21,False,0.656071,0.809524,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.7-0.8,0.7,0.8,33,False,0.746409,0.939394,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.8-0.9,0.8,0.9,29,False,0.856776,0.896552,election_date>=2014-01-01
write_in_5pct,baseline_money_both,0.9-1.0,0.9,1.0,189,False,0.980544,0.994709,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.0-0.1,0.0,0.1,56,False,0.040723,0.017857,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.1-0.2,0.1,0.2,24,False,0.154047,0.041667,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.2-0.3,0.2,0.3,16,False,0.234672,0.25,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.3-0.4,0.3,0.4,17,False,0.357478,0.411765,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.4-0.5,0.4,0.5,5,True,0.4631,0.8,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.5-0.6,0.5,0.6,17,False,0.556544,0.647059,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.6-0.7,0.6,0.7,19,False,0.648711,0.894737,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.7-0.8,0.7,0.8,37,False,0.753047,0.918919,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.8-0.9,0.8,0.9,34,False,0.857283,0.882353,election_date>=2014-01-01
write_in_5pct,baseline_money_logratio_wide,0.9-1.0,0.9,1.0,186,False,0.976737,1.0,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.0-0.1,0.0,0.1,61,False,0.037883,0.04918,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.1-0.2,0.1,0.2,17,False,0.142566,0.0,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.2-0.3,0.2,0.3,18,False,0.254958,0.222222,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.3-0.4,0.3,0.4,21,False,0.35222,0.47619,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.4-0.5,0.4,0.5,12,False,0.438698,0.666667,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.5-0.6,0.5,0.6,18,False,0.55166,0.833333,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.6-0.7,0.6,0.7,17,False,0.656816,0.764706,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.7-0.8,0.7,0.8,20,False,0.767169,1.0,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.8-0.9,0.8,0.9,28,False,0.853812,0.928571,election_date>=2014-01-01
write_in_5pct,baseline_spend_share,0.9-1.0,0.9,1.0,199,False,0.979782,0.984925,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.0-0.1,0.0,0.1,55,False,0.0352,0.018182,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.1-0.2,0.1,0.2,27,False,0.153708,0.074074,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.2-0.3,0.2,0.3,17,False,0.249801,0.235294,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.3-0.4,0.3,0.4,9,True,0.348431,0.444444,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.4-0.5,0.4,0.5,10,False,0.447938,0.6,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.5-0.6,0.5,0.6,20,False,0.548819,0.75,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.6-0.7,0.6,0.7,18,False,0.665243,0.833333,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.7-0.8,0.7,0.8,34,False,0.74871,0.911765,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.8-0.9,0.8,0.9,33,False,0.857583,0.939394,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio,0.9-1.0,0.9,1.0,188,False,0.977752,0.989362,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.0-0.1,0.0,0.1,51,False,0.047924,0.019608,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.1-0.2,0.1,0.2,26,False,0.151543,0.076923,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.2-0.3,0.2,0.3,19,False,0.240664,0.210526,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.3-0.4,0.3,0.4,12,False,0.349094,0.5,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.4-0.5,0.4,0.5,9,True,0.463542,0.555556,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.5-0.6,0.5,0.6,15,False,0.550608,0.733333,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.6-0.7,0.6,0.7,22,False,0.653506,0.727273,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.7-0.8,0.7,0.8,36,False,0.746115,0.944444,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.8-0.9,0.8,0.9,49,False,0.851941,0.897959,election_date>=2014-01-01
write_in_5pct,baseline_spend_diff,0.9-1.0,0.9,1.0,172,False,0.971612,1.0,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.0-0.1,0.0,0.1,54,False,0.0344,0.018519,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.1-0.2,0.1,0.2,26,False,0.150529,0.076923,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.2-0.3,0.2,0.3,18,False,0.23341,0.166667,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.3-0.4,0.3,0.4,11,False,0.351443,0.454545,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.4-0.5,0.4,0.5,9,True,0.448528,0.555556,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.5-0.6,0.5,0.6,20,False,0.551969,0.8,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.6-0.7,0.6,0.7,18,False,0.66384,0.722222,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.7-0.8,0.7,0.8,35,False,0.752111,0.971429,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.8-0.9,0.8,0.9,31,False,0.854407,0.935484,election_date>=2014-01-01
write_in_5pct,baseline_spend_both,0.9-1.0,0.9,1.0,189,False,0.976758,0.989418,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.0-0.1,0.0,0.1,60,False,0.040344,0.016667,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.1-0.2,0.1,0.2,19,False,0.158572,0.052632,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.2-0.3,0.2,0.3,20,False,0.249913,0.3,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.3-0.4,0.3,0.4,11,False,0.362591,0.272727,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.4-0.5,0.4,0.5,8,True,0.458563,0.625,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.5-0.6,0.5,0.6,14,False,0.552098,0.714286,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.6-0.7,0.6,0.7,21,False,0.652631,0.857143,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.7-0.8,0.7,0.8,32,False,0.75252,0.90625,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.8-0.9,0.8,0.9,38,False,0.856352,0.947368,election_date>=2014-01-01
write_in_5pct,baseline_spend_logratio_wide,0.9-1.0,0.9,1.0,188,False,0.974751,0.989362,election_date>=2014-01-01
generals_only,baseline_timing,0.0-0.1,0.0,0.1,30,False,0.051508,0.0,election_date>=2014-01-01
generals_only,baseline_timing,0.1-0.2,0.1,0.2,34,False,0.144937,0.029412,election_date>=2014-01-01
generals_only,baseline_timing,0.2-0.3,0.2,0.3,16,False,0.235609,0.25,election_date>=2014-01-01
generals_only,baseline_timing,0.3-0.4,0.3,0.4,13,False,0.352096,0.384615,election_date>=2014-01-01
generals_only,baseline_timing,0.4-0.5,0.4,0.5,7,True,0.449929,0.428571,election_date>=2014-01-01
generals_only,baseline_timing,0.5-0.6,0.5,0.6,17,False,0.542441,0.588235,election_date>=2014-01-01
generals_only,baseline_timing,0.6-0.7,0.6,0.7,25,False,0.66035,0.8,election_date>=2014-01-01
generals_only,baseline_timing,0.7-0.8,0.7,0.8,23,False,0.749011,0.913043,election_date>=2014-01-01
generals_only,baseline_timing,0.8-0.9,0.8,0.9,45,False,0.854247,0.911111,election_date>=2014-01-01
generals_only,baseline_timing,0.9-1.0,0.9,1.0,179,False,0.973854,0.994413,election_date>=2014-01-01
generals_only,baseline_timing_money,0.0-0.1,0.0,0.1,42,False,0.045634,0.0,election_date>=2014-01-01
generals_only,baseline_timing_money,0.1-0.2,0.1,0.2,29,False,0.145922,0.103448,election_date>=2014-01-01
generals_only,baseline_timing_money,0.2-0.3,0.2,0.3,16,False,0.247039,0.25,election_date>=2014-01-01
generals_only,baseline_timing_money,0.3-0.4,0.3,0.4,8,True,0.355781,0.125,election_date>=2014-01-01
generals_only,baseline_timing_money,0.4-0.5,0.4,0.5,13,False,0.453173,0.538462,election_date>=2014-01-01
generals_only,baseline_timing_money,0.5-0.6,0.5,0.6,14,False,0.548446,0.857143,election_date>=2014-01-01
generals_only,baseline_timing_money,0.6-0.7,0.6,0.7,17,False,0.663824,0.941176,election_date>=2014-01-01
generals_only,baseline_timing_money,0.7-0.8,0.7,0.8,23,False,0.749826,0.869565,election_date>=2014-01-01
generals_only,baseline_timing_money,0.8-0.9,0.8,0.9,28,False,0.858862,0.892857,election_date>=2014-01-01
generals_only,baseline_timing_money,0.9-1.0,0.9,1.0,186,False,0.982158,0.994624,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.0-0.1,0.0,0.1,31,False,0.05356,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.1-0.2,0.1,0.2,35,False,0.149089,0.057143,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.2-0.3,0.2,0.3,15,False,0.236708,0.2,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.3-0.4,0.3,0.4,14,False,0.354027,0.428571,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.4-0.5,0.4,0.5,9,True,0.450806,0.555556,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.5-0.6,0.5,0.6,16,False,0.538406,0.5,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.6-0.7,0.6,0.7,29,False,0.653866,0.724138,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.7-0.8,0.7,0.8,31,False,0.748306,0.935484,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.8-0.9,0.8,0.9,48,False,0.855695,0.916667,election_date>=2014-01-01
two_party_or_strongest,baseline_timing,0.9-1.0,0.9,1.0,185,False,0.973478,0.994595,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.0-0.1,0.0,0.1,39,False,0.042324,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.1-0.2,0.1,0.2,30,False,0.137946,0.066667,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.2-0.3,0.2,0.3,18,False,0.245514,0.222222,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.3-0.4,0.3,0.4,11,False,0.356557,0.363636,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.4-0.5,0.4,0.5,13,False,0.463933,0.461538,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.5-0.6,0.5,0.6,14,False,0.548884,0.857143,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.6-0.7,0.6,0.7,21,False,0.658512,0.952381,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.7-0.8,0.7,0.8,26,False,0.752442,0.846154,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.8-0.9,0.8,0.9,31,False,0.859609,0.903226,election_date>=2014-01-01
two_party_or_strongest,baseline_timing_money,0.9-1.0,0.9,1.0,195,False,0.982072,0.994872,election_date>=2014-01-01
generals_only,baseline_national_env,0.0-0.1,0.0,0.1,16,False,0.060891,0.0,election_date>=2014-01-01
generals_only,baseline_national_env,0.1-0.2,0.1,0.2,20,False,0.150675,0.1,election_date>=2014-01-01
generals_only,baseline_national_env,0.2-0.3,0.2,0.3,11,False,0.242614,0.181818,election_date>=2014-01-01
generals_only,baseline_national_env,0.3-0.4,0.3,0.4,7,True,0.372964,0.142857,election_date>=2014-01-01
generals_only,baseline_national_env,0.4-0.5,0.4,0.5,3,True,0.442875,0.666667,election_date>=2014-01-01
generals_only,baseline_national_env,0.5-0.6,0.5,0.6,7,True,0.547714,0.571429,election_date>=2014-01-01
generals_only,baseline_national_env,0.6-0.7,0.6,0.7,17,False,0.652919,0.705882,election_date>=2014-01-01
generals_only,baseline_national_env,0.7-0.8,0.7,0.8,8,True,0.744531,0.875,election_date>=2014-01-01
generals_only,baseline_national_env,0.8-0.9,0.8,0.9,23,False,0.854538,0.869565,election_date>=2014-01-01
generals_only,baseline_national_env,0.9-1.0,0.9,1.0,128,False,0.974822,0.992188,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.0-0.1,0.0,0.1,17,False,0.064088,0.0,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.1-0.2,0.1,0.2,19,False,0.153645,0.105263,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.2-0.3,0.2,0.3,10,False,0.238925,0.2,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.3-0.4,0.3,0.4,8,True,0.361188,0.125,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.4-0.5,0.4,0.5,4,True,0.440625,0.5,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.5-0.6,0.5,0.6,7,True,0.544643,0.571429,election_date>=2014-01-01
two_party_or_strongest,baseline_national_env,0.6-0.7,0.6,0.7,16,False,0.649172,0.6875,election_date>=2014-01-01
