definition,variant,segment_type,segment_value,n_races,small_sample,rmse,mae,bias,r2,coverage_90,crps,win_accuracy,win_log_loss,bias_presidential_years,bias_non_presidential_years,pres_bias_gap,folds_failing_diagnostics,folds_refused,folds_absent,as_of,skipped_years
two_party,baseline_pres_incumbent,fold,2016,48,False,11.573862,9.265347,1.145459,0.808696,0.916667,6.575914,0.958333,0.17199,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2017,4,True,13.300795,9.271767,-8.814856,0.66497,0.75,7.338292,0.75,0.485631,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2018,61,False,15.085957,11.804046,-10.300668,0.49478,0.852459,8.528893,0.868852,0.32008,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2020,47,False,13.33597,10.012818,-2.639913,0.608206,0.914894,7.217788,0.893617,0.254125,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2021,2,True,29.402948,23.87741,-17.158165,-0.424989,0.5,19.08425,1.0,0.077119,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2022,60,False,8.754823,6.165747,-1.480875,0.733255,0.966667,5.001929,0.9,0.234169,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2023,1,True,7.858475,7.858475,7.858475,,1.0,4.833071,1.0,0.618504,,,,,,,,2019
two_party,baseline_pres_incumbent,fold,2024,40,False,12.656539,11.00306,9.885333,0.717218,0.875,7.376146,0.9,0.281361,,,,,,,,2019
two_party,baseline_pres_incumbent,office,State Representative,256,False,13.110629,9.828638,-2.223161,0.692712,0.898438,7.216967,0.894531,0.283759,,,,,,,,2019
two_party,baseline_pres_incumbent,office,State Senate,90,False,11.638706,9.47229,-1.739217,0.686256,0.922222,6.603786,0.877778,0.279132,,,,,,,,2019
two_party,baseline_pres_incumbent,is_special,False,324,False,12.013164,9.336127,-1.510033,0.722899,0.919753,6.723535,0.895062,0.271959,,,,,,,,2019
two_party,baseline_pres_incumbent,is_special,True,22,False,20.71057,15.6242,-10.745828,0.364727,0.681818,11.975406,0.818182,0.438604,,,,,,,,2019
two_party,baseline_pres_incumbent,pres_elec,False,219,False,13.434936,9.892534,-5.473508,0.642908,0.894977,7.339753,0.872146,0.316611,,,,,,,,2019
two_party,baseline_pres_incumbent,pres_elec,True,127,False,11.455452,9.465925,3.72472,0.771662,0.92126,6.570696,0.92126,0.223828,,,,,,,,2019
two_party,baseline_pres_incumbent,redistricting_cycle,2011,245,False,13.57169,10.411069,-4.245217,0.68171,0.893878,7.517917,0.885714,0.293228,,,,,,,,2019
two_party,baseline_pres_incumbent,redistricting_cycle,2021,101,False,10.468288,8.098274,3.113062,0.727145,0.930693,5.940542,0.90099,0.256664,,,,,,,,2019
two_party,baseline_pres_incumbent,no_dem_candidate,False,346,False,12.744128,9.735947,-2.09728,0.694341,0.904624,7.057469,0.890173,0.282555,,,,,,,,2019
two_party,baseline_pres_incumbent,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_pres_incumbent,admitted_by_write_in,False,346,False,12.744128,9.735947,-2.09728,0.694341,0.904624,7.057469,0.890173,0.282555,,,,,,,,2019
two_party,baseline_pres_incumbent,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_year,pooled,all,346,False,11.937479,9.043206,-1.7925,0.731811,0.936416,6.616795,0.901734,0.253462,-3.036077,-1.07134,-1.964737,,,,not dated,2019
two_party,baseline_year,fold,2014,81,False,12.311459,9.442559,1.38303,0.772791,0.950617,6.840413,0.901235,0.298305,,,,,,,,2019
two_party,baseline_year,fold,2015,2,True,7.599983,7.145019,-2.590067,0.448986,1.0,4.831422,0.5,0.550716,,,,,,,,2019
two_party,baseline_year,fold,2016,48,False,13.205939,10.397265,-6.633907,0.750939,0.916667,7.400483,0.9375,0.197304,,,,,,,,2019
two_party,baseline_year,fold,2017,4,True,10.334229,8.015282,-3.261087,0.797752,1.0,5.931893,0.75,0.423837,,,,,,,,2019
two_party,baseline_year,fold,2018,61,False,12.5897,9.620496,-5.915654,0.648143,0.885246,7.035745,0.918033,0.238098,,,,,,,,2019
two_party,baseline_year,fold,2020,47,False,13.408551,9.829521,-7.657231,0.60393,0.893617,7.325513,0.893617,0.299575,,,,,,,,2019
two_party,baseline_year,fold,2021,2,True,27.497567,23.843797,-13.696333,-0.246287,0.5,18.16059,1.0,0.052167,,,,,,,,2019
two_party,baseline_year,fold,2022,60,False,9.331817,7.031555,2.732816,0.696937,0.983333,5.333452,0.933333,0.199944,,,,,,,,2019
two_party,baseline_year,fold,2023,1,True,10.507812,10.507812,10.507812,,1.0,6.233736,0.0,0.783619,,,,,,,,2019
two_party,baseline_year,fold,2024,40,False,8.872502,7.243891,4.452053,0.861032,1.0,5.267058,0.85,0.244475,,,,,,,,2019
two_party,baseline_year,office,State Representative,256,False,12.379845,9.359717,-2.046905,0.726014,0.925781,6.839224,0.898438,0.254381,,,,,,,,2019
two_party,baseline_year,office,State Senate,90,False,10.578529,8.142906,-1.06886,0.740811,0.966667,5.984107,0.911111,0.250848,,,,,,,,2019
two_party,baseline_year,is_special,False,324,False,11.308629,8.697949,-1.495427,0.754448,0.944444,6.348817,0.907407,0.246317,,,,,,,,2019
two_party,baseline_year,is_special,True,22,False,18.915374,14.127898,-6.167584,0.470085,0.818182,10.563379,0.818182,0.358684,,,,,,,,2019
two_party,baseline_year,pres_elec,False,219,False,12.251075,9.174504,-1.07134,0.703067,0.931507,6.742647,0.908676,0.258872,,,,,,,,2019
two_party,baseline_year,pres_elec,True,127,False,11.376424,8.816795,-3.036077,0.774801,0.944882,6.399774,0.889764,0.244132,,,,,,,,2019
two_party,baseline_year,redistricting_cycle,2011,245,False,12.908144,9.823643,-3.970465,0.712073,0.914286,7.153011,0.906122,0.265871,,,,,,,,2019
two_party,baseline_year,redistricting_cycle,2021,101,False,9.165278,7.150067,3.490682,0.790843,0.990099,5.316071,0.891089,0.223359,,,,,,,,2019
two_party,baseline_year,no_dem_candidate,False,346,False,11.937479,9.043206,-1.7925,0.731811,0.936416,6.616795,0.901734,0.253462,,,,,,,,2019
two_party,baseline_year,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_year,admitted_by_write_in,False,346,False,11.937479,9.043206,-1.7925,0.731811,0.936416,6.616795,0.901734,0.253462,,,,,,,,2019
two_party,baseline_year,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_year_pres,pooled,all,215,False,12.262073,9.199424,-2.115162,0.662112,0.930233,6.757652,0.888372,0.256027,2.533333,-4.981151,7.514484,"2017,2018","2014,2015,2016",,not dated,2019
two_party,baseline_year_pres,fold,2017,4,True,12.312248,8.398747,-7.260084,0.71292,0.75,6.761143,0.75,0.447597,,,,2017,,,,2019
two_party,baseline_year_pres,fold,2018,61,False,15.150783,11.813643,-10.434717,0.490429,0.836066,8.598938,0.901639,0.300114,,,,2018,,,,2019
two_party,baseline_year_pres,fold,2020,47,False,12.568191,9.4017,-2.800803,0.65202,0.957447,6.811684,0.87234,0.256703,,,,,,,,2019
two_party,baseline_year_pres,fold,2021,2,True,27.553711,23.778191,-13.921372,-0.251382,0.5,18.078207,1.0,0.05363,,,,,,,,2019
two_party,baseline_year_pres,fold,2022,60,False,9.217715,6.874645,2.314474,0.704303,0.983333,5.26892,0.933333,0.200215,,,,,,,,2019
two_party,baseline_year_pres,fold,2023,1,True,10.311909,10.311909,10.311909,,1.0,6.065526,0.0,0.757686,,,,,,,,2019
two_party,baseline_year_pres,fold,2024,40,False,9.449286,7.785553,5.527461,0.842377,1.0,5.570229,0.85,0.250141,,,,,,,,2019
two_party,baseline_year_pres,office,State Representative,160,False,12.499728,9.212655,-2.434501,0.676959,0.91875,6.856348,0.89375,0.248155,,,,,,,,2019
two_party,baseline_year_pres,office,State Senate,55,False,11.542927,9.160937,-1.186174,0.591486,0.963636,6.470536,0.872727,0.278929,,,,,,,,2019
two_party,baseline_year_pres,is_special,False,202,False,11.422926,8.734617,-1.416675,0.694831,0.945545,6.391887,0.89604,0.248142,,,,,,,,2019
two_party,baseline_year_pres,is_special,True,13,False,21.428684,16.421812,-12.968572,0.227524,0.692308,12.44108,0.769231,0.378546,,,,,,,,2019
two_party,baseline_year_pres,pres_elec,False,133,False,13.725478,10.096593,-4.981151,0.549757,0.887218,7.511742,0.902256,0.259987,,,,,,,,2019
two_party,baseline_year_pres,pres_elec,True,82,False,9.416749,7.744261,2.533333,0.817259,1.0,5.534555,0.865854,0.249604,,,,,,,,2019
two_party,baseline_year_pres,redistricting_cycle,2011,114,False,14.373219,10.909329,-7.23718,0.562762,0.877193,7.963906,0.885965,0.283067,,,,,,,,2019
two_party,baseline_year_pres,redistricting_cycle,2021,101,False,9.321471,7.269433,3.666127,0.783653,0.990099,5.396138,0.891089,0.225507,,,,,,,,2019
two_party,baseline_year_pres,no_dem_candidate,False,215,False,12.262073,9.199424,-2.115162,0.662112,0.930233,6.757652,0.888372,0.256027,,,,,,,,2019
two_party,baseline_year_pres,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_year_pres,admitted_by_write_in,False,215,False,12.262073,9.199424,-2.115162,0.662112,0.930233,6.757652,0.888372,0.256027,,,,,,,,2019
two_party,baseline_year_pres,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_national_env,pooled,all,346,False,11.941624,9.2426,-1.306727,0.731624,0.919075,7.081337,0.893064,0.267549,3.946708,-4.35324,8.299947,,,,not dated,2019
two_party,baseline_national_env,fold,2014,81,False,13.031278,9.994525,-4.15795,0.745446,0.91358,7.213064,0.864198,0.340493,,,,,,,,2019
two_party,baseline_national_env,fold,2015,2,True,9.343461,6.932967,-6.263723,0.167176,1.0,5.446745,1.0,0.497374,,,,,,,,2019
two_party,baseline_national_env,fold,2016,48,False,11.667974,9.223207,1.803269,0.805573,0.9375,6.636888,0.916667,0.201226,,,,,,,,2019
two_party,baseline_national_env,fold,2017,4,True,12.251103,11.638549,7.318116,0.715764,1.0,43.909586,0.75,0.624542,,,,,,,,2019
two_party,baseline_national_env,fold,2018,61,False,11.5802,9.107058,-3.602069,0.702308,0.918033,6.553828,0.918033,0.217515,,,,,,,,2019
two_party,baseline_national_env,fold,2020,47,False,11.24924,8.641282,-1.611927,0.721224,0.93617,6.213325,0.893617,0.229093,,,,,,,,2019
two_party,baseline_national_env,fold,2021,2,True,31.371812,23.933814,-20.28209,-0.622217,0.5,20.348824,1.0,0.111163,,,,,,,,2019
two_party,baseline_national_env,fold,2022,60,False,10.024263,7.321826,-4.620217,0.650292,0.933333,5.604043,0.883333,0.260217,,,,,,,,2019
two_party,baseline_national_env,fold,2023,1,True,5.029993,5.029993,5.029993,,1.0,3.612936,1.0,0.45847,,,,,,,,2019
two_party,baseline_national_env,fold,2024,40,False,12.374459,10.784275,9.739958,0.729683,0.875,7.21048,0.9,0.287763,,,,,,,,2019
two_party,baseline_national_env,office,State Representative,256,False,12.35721,9.584438,-1.508299,0.727015,0.910156,7.154484,0.894531,0.271796,,,,,,,,2019
two_party,baseline_national_env,office,State Senate,90,False,10.671384,8.27026,-0.733368,0.736241,0.944444,6.873277,0.888889,0.255466,,,,,,,,2019
two_party,baseline_national_env,is_special,False,324,False,11.354277,8.938689,-1.015517,0.752461,0.929012,6.399138,0.891975,0.26005,,,,,,,,2019
two_party,baseline_national_env,is_special,True,22,False,18.550268,13.718373,-5.595461,0.490344,0.772727,17.128276,0.909091,0.377978,,,,,,,,2019
two_party,baseline_national_env,pres_elec,False,219,False,12.346232,9.254069,-4.35324,0.698437,0.913242,7.462542,0.890411,0.285032,,,,,,,,2019
two_party,baseline_national_env,pres_elec,True,127,False,11.209663,9.222822,3.946708,0.781355,0.929134,6.423984,0.897638,0.237401,,,,,,,,2019
two_party,baseline_national_env,redistricting_cycle,2011,245,False,12.315725,9.478486,-2.324665,0.737895,0.922449,7.436196,0.893878,0.265265,,,,,,,,2019
two_party,baseline_national_env,redistricting_cycle,2021,101,False,10.981325,8.670402,1.162528,0.699745,0.910891,6.220541,0.891089,0.273089,,,,,,,,2019
two_party,baseline_national_env,no_dem_candidate,False,346,False,11.941624,9.2426,-1.306727,0.731624,0.919075,7.081337,0.893064,0.267549,,,,,,,,2019
two_party,baseline_national_env,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_national_env,admitted_by_write_in,False,346,False,11.941624,9.2426,-1.306727,0.731624,0.919075,7.081337,0.893064,0.267549,,,,,,,,2019
two_party,baseline_national_env,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_share,pooled,all,333,False,11.746578,9.31414,-2.655258,0.726952,0.843844,6.639939,0.885886,0.275351,4.107675,-6.771826,10.879502,,,2023,election-14d,2019
two_party,baseline_money_share,fold,2014,75,False,13.003472,10.136461,-7.082695,0.716074,0.773333,7.363187,0.786667,0.39346,,,,,,,,2019
two_party,baseline_money_share,fold,2015,2,True,15.997495,13.976255,-13.976255,-1.441415,0.5,9.851797,0.5,0.666578,,,,,,,,2019
two_party,baseline_money_share,fold,2016,48,False,10.198624,8.193682,1.954756,0.851458,0.875,5.762803,0.979167,0.159733,,,,,,,,2019
two_party,baseline_money_share,fold,2017,4,True,10.387116,8.189606,-5.517058,0.795677,0.75,5.944365,0.5,0.537988,,,,,,,,2019
two_party,baseline_money_share,fold,2018,59,False,13.83675,12.014337,-11.840041,0.582832,0.813559,8.301117,0.898305,0.306769,,,,,,,,2019
two_party,baseline_money_share,fold,2020,47,False,10.852941,7.92055,-1.512604,0.74052,0.914894,5.85902,0.914894,0.243332,,,,,,,,2019
two_party,baseline_money_share,fold,2021,2,True,22.794615,20.384597,-10.201112,0.143565,0.5,15.281389,1.0,0.017375,,,,,,,,2019
two_party,baseline_money_share,fold,2022,57,False,7.257948,5.756575,0.30466,0.800734,0.964912,4.302342,0.947368,0.166773,,,,,,,,2019
two_party,baseline_money_share,fold,2024,39,False,12.866796,11.214375,9.638079,0.676083,0.769231,7.636638,0.871795,0.3065,,,,,,,,2019
two_party,baseline_money_share,office,State Representative,247,False,12.222061,9.624363,-3.35542,0.722425,0.817814,6.914669,0.878543,0.297491,,,,,,,,2019
two_party,baseline_money_share,office,State Senate,86,False,10.259135,8.423151,-0.644328,0.733647,0.918605,5.850888,0.906977,0.211763,,,,,,,,2019
two_party,baseline_money_share,is_special,False,313,False,11.336455,9.010771,-2.093958,0.745059,0.853035,6.417036,0.897764,0.264407,,,,,,,,2019
two_party,baseline_money_share,is_special,True,20,False,16.915639,14.061862,-11.439603,0.372659,0.7,10.128364,0.7,0.446626,,,,,,,,2019
two_party,baseline_money_share,pres_elec,False,207,False,12.389036,9.761015,-6.771826,0.675821,0.830918,7.009742,0.859903,0.303259,,,,,,,,2019
two_party,baseline_money_share,pres_elec,True,126,False,10.606968,8.579988,4.107675,0.797416,0.865079,6.032406,0.928571,0.229503,,,,,,,,2019
two_party,baseline_money_share,redistricting_cycle,2011,237,False,12.408107,9.85706,-5.390091,0.72343,0.827004,7.038132,0.873418,0.296339,,,,,,,,2019
two_party,baseline_money_share,redistricting_cycle,2021,96,False,9.926426,7.973806,4.096361,0.731491,0.885417,5.6569,0.916667,0.223537,,,,,,,,2019
two_party,baseline_money_share,no_dem_candidate,False,333,False,11.746578,9.31414,-2.655258,0.726952,0.843844,6.639939,0.885886,0.275351,,,,,,,,2019
two_party,baseline_money_share,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_share,admitted_by_write_in,False,333,False,11.746578,9.31414,-2.655258,0.726952,0.843844,6.639939,0.885886,0.275351,,,,,,,,2019
two_party,baseline_money_share,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_logratio,pooled,all,333,False,11.696989,9.010172,-2.498042,0.729253,0.894895,6.517019,0.891892,0.261752,3.798466,-6.330698,10.129164,,,2023,election-14d,2019
two_party,baseline_money_logratio,fold,2014,75,False,12.724069,9.671219,-4.930023,0.728144,0.88,7.048495,0.853333,0.351139,,,,,,,,2019
two_party,baseline_money_logratio,fold,2015,2,True,12.021962,9.475241,-9.475241,-0.378759,1.0,6.979116,0.5,0.52953,,,,,,,,2019
two_party,baseline_money_logratio,fold,2016,48,False,10.340008,8.28517,1.784966,0.847311,0.916667,5.876729,0.958333,0.168062,,,,,,,,2019
two_party,baseline_money_logratio,fold,2017,4,True,11.925151,8.786287,-7.193715,0.730688,0.75,6.646401,0.75,0.498867,,,,,,,,2019
two_party,baseline_money_logratio,fold,2018,59,False,14.226986,11.999566,-11.681776,0.55897,0.830508,8.348947,0.864407,0.30088,,,,,,,,2019
two_party,baseline_money_logratio,fold,2020,47,False,10.992179,7.571906,-2.127215,0.733819,0.93617,5.836832,0.87234,0.239325,,,,,,,,2019
two_party,baseline_money_logratio,fold,2021,2,True,23.963411,20.327457,-12.690137,0.053486,0.5,15.649708,1.0,0.030381,,,,,,,,2019
two_party,baseline_money_logratio,fold,2022,57,False,7.24772,5.531688,-0.824789,0.801296,0.982456,4.311517,0.947368,0.165638,,,,,,,,2019
two_party,baseline_money_logratio,fold,2024,39,False,12.052039,10.344792,9.270461,0.715806,0.846154,7.049448,0.897436,0.287285,,,,,,,,2019
two_party,baseline_money_logratio,office,State Representative,247,False,12.017786,9.183264,-3.087049,0.731626,0.882591,6.679853,0.890688,0.278243,,,,,,,,2019
two_party,baseline_money_logratio,office,State Senate,86,False,10.722397,8.513036,-0.806358,0.709049,0.930233,6.049346,0.895349,0.214386,,,,,,,,2019
two_party,baseline_money_logratio,is_special,False,313,False,11.179946,8.683075,-1.862497,0.75205,0.904153,6.262011,0.900958,0.251306,,,,,,,,2019
two_party,baseline_money_logratio,is_special,True,20,False,17.942507,14.129242,-12.444319,0.294182,0.75,10.507898,0.75,0.425226,,,,,,,,2019
two_party,baseline_money_logratio,pres_elec,False,207,False,12.544604,9.564771,-6.330698,0.667628,0.884058,6.959683,0.879227,0.28583,,,,,,,,2019
two_party,baseline_money_logratio,pres_elec,True,126,False,10.151991,8.099045,3.798466,0.814422,0.912698,5.789785,0.912698,0.222195,,,,,,,,2019
two_party,baseline_money_logratio,redistricting_cycle,2011,237,False,12.478153,9.627148,-4.837059,0.720299,0.881857,6.959841,0.877637,0.280666,,,,,,,,2019
two_party,baseline_money_logratio,redistricting_cycle,2021,96,False,9.497254,7.487011,3.276406,0.754207,0.927083,5.423802,0.927083,0.215057,,,,,,,,2019
two_party,baseline_money_logratio,no_dem_candidate,False,333,False,11.696989,9.010172,-2.498042,0.729253,0.894895,6.517019,0.891892,0.261752,,,,,,,,2019
two_party,baseline_money_logratio,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_logratio,admitted_by_write_in,False,333,False,11.696989,9.010172,-2.498042,0.729253,0.894895,6.517019,0.891892,0.261752,,,,,,,,2019
two_party,baseline_money_logratio,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_diff,pooled,all,333,False,12.375125,9.492918,-2.596171,0.696949,0.906907,6.869222,0.885886,0.269273,3.790361,-6.483625,10.273986,,,2023,election-14d,2019
two_party,baseline_money_diff,fold,2014,75,False,12.472542,9.459776,-5.080144,0.738786,0.92,6.889405,0.84,0.349253,,,,,,,,2019
two_party,baseline_money_diff,fold,2015,2,True,14.471656,11.751627,-11.751627,-0.997901,0.5,8.49539,0.5,0.636897,,,,,,,,2019
two_party,baseline_money_diff,fold,2016,48,False,11.606788,9.452171,1.881936,0.807606,0.916667,6.594341,0.958333,0.168143,,,,,,,,2019
two_party,baseline_money_diff,fold,2017,4,True,13.377819,9.407216,-8.200807,0.661079,0.75,7.376629,0.75,0.487576,,,,,,,,2019
two_party,baseline_money_diff,fold,2018,59,False,15.356377,12.406393,-11.841679,0.486169,0.830508,8.878624,0.881356,0.308107,,,,,,,,2019
two_party,baseline_money_diff,fold,2020,47,False,12.030979,8.552195,-2.28538,0.681132,0.957447,6.350444,0.87234,0.245121,,,,,,,,2019
two_party,baseline_money_diff,fold,2021,2,True,25.29025,20.917399,-14.214751,-0.054231,0.5,16.243505,1.0,0.048861,,,,,,,,2019
two_party,baseline_money_diff,fold,2022,57,False,8.164661,6.102777,-0.603076,0.747837,0.982456,4.799605,0.912281,0.198131,,,,,,,,2019
two_party,baseline_money_diff,fold,2024,39,False,12.334226,10.59484,9.008618,0.702342,0.871795,7.162714,0.897436,0.284331,,,,,,,,2019
two_party,baseline_money_diff,office,State Representative,247,False,12.568225,9.4304,-3.285923,0.706479,0.902834,6.910323,0.890688,0.284532,,,,,,,,2019
two_party,baseline_money_diff,office,State Senate,86,False,11.802968,9.672475,-0.61514,0.647452,0.918605,6.751179,0.872093,0.225448,,,,,,,,2019
two_party,baseline_money_diff,is_special,False,313,False,11.762423,9.125159,-1.895475,0.72554,0.920128,6.580747,0.894569,0.258539,,,,,,,,2019
two_party,baseline_money_diff,is_special,True,20,False,19.61105,15.248345,-13.562058,0.156804,0.7,11.383865,0.75,0.437267,,,,,,,,2019
two_party,baseline_money_diff,pres_elec,False,207,False,13.201182,9.8656,-6.483625,0.631925,0.89372,7.269822,0.869565,0.298146,,,,,,,,2019
two_party,baseline_money_diff,pres_elec,True,126,False,10.882751,8.880654,3.790361,0.786744,0.928571,6.211095,0.912698,0.22184,,,,,,,,2019
two_party,baseline_money_diff,redistricting_cycle,2011,237,False,13.195055,10.126939,-4.985172,0.687236,0.894515,7.318683,0.877637,0.283906,,,,,,,,2019
two_party,baseline_money_diff,redistricting_cycle,2021,96,False,10.068985,7.927677,3.301675,0.723723,0.9375,5.759618,0.90625,0.23315,,,,,,,,2019
two_party,baseline_money_diff,no_dem_candidate,False,333,False,12.375125,9.492918,-2.596171,0.696949,0.906907,6.869222,0.885886,0.269273,,,,,,,,2019
two_party,baseline_money_diff,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_diff,admitted_by_write_in,False,333,False,12.375125,9.492918,-2.596171,0.696949,0.906907,6.869222,0.885886,0.269273,,,,,,,,2019
two_party,baseline_money_diff,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_both,pooled,all,333,False,11.7331,9.046548,-2.503619,0.727578,0.888889,6.536113,0.894895,0.260569,3.85471,-6.373907,10.228617,,,2023,election-14d,2019
two_party,baseline_money_both,fold,2014,75,False,12.68921,9.632872,-5.035073,0.729632,0.88,7.023767,0.853333,0.347312,,,,,,,,2019
two_party,baseline_money_both,fold,2015,2,True,11.853897,9.269034,-9.269034,-0.340479,1.0,6.841265,1.0,0.5292,,,,,,,,2019
two_party,baseline_money_both,fold,2016,48,False,10.414242,8.338044,2.039752,0.845111,0.916667,5.916915,0.958333,0.171659,,,,,,,,2019
two_party,baseline_money_both,fold,2017,4,True,12.363549,8.818359,-7.318182,0.710523,0.75,6.816365,0.75,0.477655,,,,,,,,2019
two_party,baseline_money_both,fold,2018,59,False,14.050511,11.815179,-11.52653,0.569843,0.830508,8.237412,0.864407,0.29535,,,,,,,,2019
two_party,baseline_money_both,fold,2020,47,False,10.936012,7.493777,-2.263839,0.736533,0.914894,5.766208,0.893617,0.232417,,,,,,,,2019
two_party,baseline_money_both,fold,2021,2,True,23.120812,19.314231,-12.709541,0.118878,0.5,14.838747,1.0,0.032069,,,,,,,,2019
two_party,baseline_money_both,fold,2022,57,False,7.90077,5.912772,-1.001477,0.763874,0.947368,4.552712,0.929825,0.169577,,,,,,,,2019
two_party,baseline_money_both,fold,2024,39,False,12.165796,10.539432,9.302485,0.710416,0.871795,7.143133,0.897436,0.293161,,,,,,,,2019
two_party,baseline_money_both,office,State Representative,247,False,11.997891,9.154794,-3.258586,0.732514,0.88664,6.661762,0.890688,0.279482,,,,,,,,2019
two_party,baseline_money_both,office,State Senate,86,False,10.937007,8.735654,-0.335284,0.697286,0.895349,6.175239,0.906977,0.206251,,,,,,,,2019
two_party,baseline_money_both,is_special,False,313,False,11.212705,8.72673,-1.864212,0.750594,0.897764,6.282802,0.900958,0.250187,,,,,,,,2019
two_party,baseline_money_both,is_special,True,20,False,18.015011,14.051691,-12.510345,0.288466,0.75,10.500428,0.8,0.423052,,,,,,,,2019
two_party,baseline_money_both,pres_elec,False,207,False,12.583802,9.584479,-6.373907,0.665548,0.874396,6.977716,0.879227,0.283115,,,,,,,,2019
two_party,baseline_money_both,pres_elec,True,126,False,10.182376,8.162804,3.85471,0.81331,0.912698,5.810624,0.920635,0.223531,,,,,,,,2019
two_party,baseline_money_both,redistricting_cycle,2011,237,False,12.412111,9.554576,-4.807671,0.723252,0.877637,6.913244,0.886076,0.27709,,,,,,,,2019
two_party,baseline_money_both,redistricting_cycle,2021,96,False,9.858541,7.792353,3.184508,0.735151,0.916667,5.605071,0.916667,0.219783,,,,,,,,2019
two_party,baseline_money_both,no_dem_candidate,False,333,False,11.7331,9.046548,-2.503619,0.727578,0.888889,6.536113,0.894895,0.260569,,,,,,,,2019
two_party,baseline_money_both,no_dem_candidate,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_both,admitted_by_write_in,False,333,False,11.7331,9.046548,-2.503619,0.727578,0.888889,6.536113,0.894895,0.260569,,,,,,,,2019
two_party,baseline_money_both,admitted_by_write_in,True,0,True,,,,,,,,,,,,,,,,2019
two_party,baseline_money_logratio_wide,pooled,all,333,False,11.596952,8.901392,-2.481769,0.733864,0.900901,6.461869,0.900901,0.260153,3.887725,-6.358853,10.246578,,,2023,election-60d,2019
two_party,baseline_money_logratio_wide,fold,2014,75,False,12.273477,9.374751,-5.059746,0.747058,0.893333,6.802241,0.866667,0.346809,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2015,2,True,11.279794,8.825795,-8.825795,-0.21378,1.0,6.522572,1.0,0.509188,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2016,48,False,10.625721,8.232169,1.472156,0.838756,0.9375,5.992786,0.958333,0.172975,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2017,4,True,14.394736,9.767479,-8.475053,0.607594,0.75,7.828581,0.75,0.464641,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2018,59,False,14.613156,12.09305,-11.713498,0.534703,0.813559,8.485661,0.864407,0.299864,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2020,47,False,10.69156,8.037544,-1.331649,0.74818,0.93617,5.905233,0.893617,0.240242,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2021,2,True,25.203065,21.010585,-13.919403,-0.046975,0.5,16.406575,1.0,0.040493,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2022,57,False,6.431462,4.817407,-0.775775,0.843533,0.982456,4.036351,0.947368,0.163345,,,,,,,,2019
two_party,baseline_money_logratio_wide,fold,2024,39,False,11.75007,10.290352,9.222615,0.729869,0.871795,6.885543,0.897436,0.283735,,,,,,,,2019
two_party,baseline_money_logratio_wide,office,State Representative,247,False,11.97658,9.057157,-2.839443,0.733463,0.894737,6.637138,0.898785,0.27306,,,,,,,,2019
two_party,baseline_money_logratio_wide,office,State Senate,86,False,10.430075,8.454021,-1.454497,0.724697,0.918605,5.958483,0.906977,0.223085,,,,,,,,2019
two_party,baseline_money_logratio_wide,is_special,False,313,False,11.118163,8.575599,-1.875876,0.754782,0.910543,6.219726,0.907348,0.251313,,,,,,,,2019
two_party,baseline_money_logratio_wide,is_special,True,20,False,17.455515,14.000048,-11.964004,0.331976,0.75,10.251419,0.8,0.398511,,,,,,,,2019
two_party,baseline_money_logratio_wide,pres_elec,False,207,False,12.327881,9.274834,-6.358853,0.679013,0.884058,6.816406,0.888889,0.2829,,,,,,,,2019
