definition,left_variant,right_variant,segment_type,segment_value,n_races,left_rmse,right_rmse,rmse_difference,ci_low,ci_high,interval_spans_zero,interval_available,verdict,races_favouring_left,races_favouring_right,small_sample,resampling_unit,n_clusters,bootstrap_resamples,bootstrap_seed,nesting,terms_added,terms_removed,left_components,right_components,left_mae,right_mae,mae_difference,left_bias,right_bias,bias_difference,left_coverage_90,right_coverage_90,coverage_90_difference,left_crps,right_crps,crps_difference,left_win_accuracy,right_win_accuracy,win_accuracy_difference,left_brier_score,right_brier_score,brier_score_difference,left_win_log_loss,right_win_log_loss,win_log_loss_difference,left_r2,right_r2,r2_difference,left_experiment_role,right_experiment_role,left_censored_races,censor_exclusions_left,censor_exclusions_right
two_party_or_strongest,baseline,baseline_year,no_dem_candidate,False,413,15.007609,14.34429,0.663319,-0.364311,1.612267,True,True,undecided,180,233,False,election_date,23,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,incumbent_status,Dem_Incumbent,211,14.159151,13.598326,0.560824,-0.676608,1.579814,True,True,undecided,92,119,False,election_date,6,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,incumbent_status,GOP_Incumbent,89,12.549315,11.918955,0.63036,-1.067481,2.134246,True,True,undecided,41,48,False,election_date,6,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,incumbent_status,No_Incumbent,113,18.021986,17.171156,0.85083,0.040344,1.663644,False,True,baseline_year lower,47,66,False,election_date,23,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,pooled,all,253,14.584954,14.069439,0.515514,-2.585791,2.536973,True,True,undecided,138,115,False,election_date,14,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,is_special,False,240,14.230018,13.014877,1.215141,-0.678206,2.843197,True,True,undecided,132,108,False,election_date,4,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,is_special,True,13,20.038352,26.930455,-6.892103,-17.723059,2.076586,True,True,undecided,6,7,False,election_date,10,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,ballot_timing,midterm_dem_pres,70,10.695835,11.665171,-0.969336,,,,False,undecided,42,28,False,election_date,1,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,ballot_timing,midterm_gop_pres,71,18.646223,14.351361,4.294861,,,,False,undecided,30,41,False,election_date,1,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,ballot_timing,presidential,99,12.675022,12.911619,-0.236596,-0.241524,-0.236596,False,True,baseline lower,60,39,False,election_date,2,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,ballot_timing,special,13,20.038352,26.930455,-6.892103,-17.723059,2.076586,True,True,undecided,6,7,False,election_date,10,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,office,State Representative,192,15.201964,14.187259,1.014705,-1.059833,2.714598,True,True,undecided,106,86,False,election_date,10,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,office,State Senate,61,12.444787,13.691981,-1.247194,-7.951374,3.026798,True,True,undecided,32,29,False,election_date,8,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,pres_elec,False,154,15.690476,14.765889,0.924586,-7.098596,3.494099,True,True,undecided,78,76,False,election_date,12,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,pres_elec,True,99,12.675022,12.911619,-0.236596,-0.241524,-0.236596,False,True,baseline lower,60,39,False,election_date,2,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,no_dem_candidate,False,253,14.584954,14.069439,0.515514,-2.585791,2.536973,True,True,undecided,138,115,False,election_date,14,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,incumbent_status,Dem_Incumbent,120,13.580955,12.754309,0.826645,-0.35518,2.078045,True,True,undecided,72,48,False,election_date,4,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,incumbent_status,GOP_Incumbent,58,13.15176,11.871285,1.280476,-1.401805,2.97263,True,True,undecided,27,31,False,election_date,4,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_national_env,incumbent_status,No_Incumbent,75,16.991414,17.276825,-0.285411,-5.363113,3.207058,True,True,undecided,39,36,False,election_date,14,10000,20260912,nested,national_env,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,pooled,all,398,15.066886,13.511726,1.55516,0.756713,2.482747,False,True,baseline_money_share lower,203,195,False,election_date,21,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,is_special,False,376,14.332304,13.059267,1.273037,0.416294,2.052657,False,True,baseline_money_share lower,192,184,False,election_date,6,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,is_special,True,22,24.415327,19.698689,4.716638,1.796057,7.036226,False,True,baseline_money_share lower,11,11,False,election_date,15,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,ballot_timing,midterm_dem_pres,152,12.876865,12.014129,0.862736,0.438875,1.649331,False,True,baseline_money_share lower,78,74,False,election_date,2,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,ballot_timing,midterm_gop_pres,69,18.841567,16.072942,2.768625,,,,False,undecided,33,36,False,election_date,1,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,ballot_timing,presidential,155,13.328849,12.536327,0.792522,-0.348592,1.698825,True,True,undecided,81,74,False,election_date,3,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,ballot_timing,special,22,24.415327,19.698689,4.716638,1.796057,7.036226,False,True,baseline_money_share lower,11,11,False,election_date,15,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,office,State Representative,302,15.438791,13.869102,1.569689,0.671686,2.638548,False,True,baseline_money_share lower,148,154,False,election_date,15,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,office,State Senate,96,13.831878,12.320063,1.511815,0.236481,2.70512,False,True,baseline_money_share lower,55,41,False,election_date,13,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,pres_elec,False,243,16.077663,14.098688,1.978975,1.076439,3.52185,False,True,baseline_money_share lower,122,121,False,election_date,18,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,pres_elec,True,155,13.328849,12.536327,0.792522,-0.348592,1.698825,True,True,undecided,81,74,False,election_date,3,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,no_dem_candidate,False,398,15.066886,13.511726,1.55516,0.756713,2.482747,False,True,baseline_money_share lower,203,195,False,election_date,21,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,incumbent_status,Dem_Incumbent,202,14.322715,14.146777,0.175938,-0.567209,1.197248,True,True,undecided,107,95,False,election_date,6,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,incumbent_status,GOP_Incumbent,87,12.621616,11.327796,1.29382,-0.655906,2.923152,True,True,undecided,43,44,False,election_date,6,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_share,incumbent_status,No_Incumbent,109,17.932731,13.903761,4.02897,2.84165,5.073735,False,True,baseline_money_share lower,53,56,False,election_date,21,10000,20260912,nested,money_share_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,pooled,all,398,15.066886,13.3415,1.725386,1.217407,2.356787,False,True,baseline_money_logratio lower,161,237,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,is_special,False,376,14.332304,12.794623,1.537681,1.006313,2.041008,False,True,baseline_money_logratio lower,151,225,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,is_special,True,22,24.415327,20.549459,3.865867,1.300887,6.222571,False,True,baseline_money_logratio lower,10,12,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,ballot_timing,midterm_dem_pres,152,12.876865,11.817162,1.059702,0.726696,1.682991,False,True,baseline_money_logratio lower,66,86,False,election_date,2,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,ballot_timing,midterm_gop_pres,69,18.841567,16.431802,2.409765,,,,False,undecided,33,36,False,election_date,1,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,ballot_timing,presidential,155,13.328849,11.830993,1.497857,0.93743,2.010085,False,True,baseline_money_logratio lower,52,103,False,election_date,3,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,ballot_timing,special,22,24.415327,20.549459,3.865867,1.300887,6.222571,False,True,baseline_money_logratio lower,10,12,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,office,State Representative,302,15.438791,13.47825,1.960541,1.487236,2.536492,False,True,baseline_money_logratio lower,115,187,False,election_date,15,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,office,State Senate,96,13.831878,12.901859,0.930019,-0.531331,2.175845,True,True,undecided,46,50,False,election_date,13,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,pres_elec,False,243,16.077663,14.221432,1.856231,1.172807,3.02011,False,True,baseline_money_logratio lower,109,134,False,election_date,18,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,pres_elec,True,155,13.328849,11.830993,1.497857,0.93743,2.010085,False,True,baseline_money_logratio lower,52,103,False,election_date,3,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,no_dem_candidate,False,398,15.066886,13.3415,1.725386,1.217407,2.356787,False,True,baseline_money_logratio lower,161,237,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,incumbent_status,Dem_Incumbent,202,14.322715,13.709483,0.613232,-0.131393,1.578094,True,True,undecided,89,113,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,incumbent_status,GOP_Incumbent,87,12.621616,11.097968,1.523648,0.722515,2.215746,False,True,baseline_money_logratio lower,36,51,False,election_date,6,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_logratio,incumbent_status,No_Incumbent,109,17.932731,14.258758,3.673973,2.732917,4.582349,False,True,baseline_money_logratio lower,36,73,False,election_date,21,10000,20260912,nested,money_logratio_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,pooled,all,398,15.066886,14.744485,0.322401,0.106982,0.57262,False,True,baseline_money_diff lower,189,209,False,election_date,21,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,is_special,False,376,14.332304,14.089625,0.242679,0.012478,0.43568,False,True,baseline_money_diff lower,178,198,False,election_date,6,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,is_special,True,22,24.415327,23.240385,1.174942,0.024247,2.125677,False,True,baseline_money_diff lower,11,11,False,election_date,15,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,ballot_timing,midterm_dem_pres,152,12.876865,12.64364,0.233225,0.07,0.518943,False,True,baseline_money_diff lower,75,77,False,election_date,2,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,ballot_timing,midterm_gop_pres,69,18.841567,18.354736,0.486831,,,,False,undecided,37,32,False,election_date,1,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,ballot_timing,presidential,155,13.328849,13.222117,0.106732,-0.243571,0.420699,True,True,undecided,66,89,False,election_date,3,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,ballot_timing,special,22,24.415327,23.240385,1.174942,0.024247,2.125677,False,True,baseline_money_diff lower,11,11,False,election_date,15,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,office,State Representative,302,15.438791,15.028904,0.409887,0.206437,0.676918,False,True,baseline_money_diff lower,138,164,False,election_date,15,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,office,State Senate,96,13.831878,13.811609,0.020268,-0.73466,0.627711,True,True,undecided,51,45,False,election_date,13,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,pres_elec,False,243,16.077663,15.638319,0.439344,0.217075,0.867915,False,True,baseline_money_diff lower,123,120,False,election_date,18,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,pres_elec,True,155,13.328849,13.222117,0.106732,-0.243571,0.420699,True,True,undecided,66,89,False,election_date,3,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,no_dem_candidate,False,398,15.066886,14.744485,0.322401,0.106982,0.57262,False,True,baseline_money_diff lower,189,209,False,election_date,21,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,incumbent_status,Dem_Incumbent,202,14.322715,14.570045,-0.24733,-0.526125,-0.05258,False,True,baseline lower,103,99,False,election_date,6,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,incumbent_status,GOP_Incumbent,87,12.621616,12.005189,0.616427,0.366149,0.871605,False,True,baseline_money_diff lower,41,46,False,election_date,6,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_diff,incumbent_status,No_Incumbent,109,17.932731,16.892669,1.040063,0.418159,1.667853,False,True,baseline_money_diff lower,45,64,False,election_date,21,10000,20260912,nested,money_diff_primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_both,pooled,all,398,15.066886,13.368651,1.698235,1.191793,2.327492,False,True,baseline_money_both lower,166,232,False,election_date,21,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_both,is_special,False,376,14.332304,12.816191,1.516113,0.984626,2.021525,False,True,baseline_money_both lower,156,220,False,election_date,6,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_both,is_special,True,22,24.415327,20.638774,3.776553,1.193602,6.161499,False,True,baseline_money_both lower,10,12,False,election_date,15,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_both,ballot_timing,midterm_dem_pres,152,12.876865,11.851745,1.025119,0.693534,1.644214,False,True,baseline_money_both lower,70,82,False,election_date,2,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_both,ballot_timing,midterm_gop_pres,69,18.841567,16.469883,2.371684,,,,False,undecided,33,36,False,election_date,1,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_money_both,ballot_timing,presidential,155,13.328849,11.830127,1.498722,0.950126,1.998969,False,True,baseline_money_both lower,53,102,False,election_date,3,10000,20260912,nested,"money_log_dem_primary,money_log_opp_primary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
