definition,left_variant,right_variant,segment_type,segment_value,n_races,left_rmse,right_rmse,rmse_difference,ci_low,ci_high,interval_spans_zero,interval_available,verdict,races_favouring_left,races_favouring_right,small_sample,resampling_unit,n_clusters,bootstrap_resamples,bootstrap_seed,nesting,terms_added,terms_removed,left_components,right_components,left_mae,right_mae,mae_difference,left_bias,right_bias,bias_difference,left_coverage_90,right_coverage_90,coverage_90_difference,left_crps,right_crps,crps_difference,left_win_accuracy,right_win_accuracy,win_accuracy_difference,left_brier_score,right_brier_score,brier_score_difference,left_win_log_loss,right_win_log_loss,win_log_loss_difference,left_r2,right_r2,r2_difference,left_experiment_role,right_experiment_role,left_censored_races,censor_exclusions_left,censor_exclusions_right
two_party,special_pooled_term,special_split,ballot_timing,midterm_gop_pres,60,16.289996,16.297983,-0.007987,,,,False,undecided,30,30,False,election_date,1,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,ballot_timing,presidential,127,10.992168,10.854363,0.137805,0.0465,0.222093,False,True,special_split lower,66,61,False,election_date,3,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,ballot_timing,special,22,20.554309,20.563654,-0.009345,-0.07392,0.043643,True,True,undecided,14,8,False,election_date,16,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,office,State Representative,256,13.229901,13.144889,0.085012,0.030308,0.146463,False,True,special_split lower,130,126,False,election_date,16,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,office,State Senate,90,11.737441,11.705413,0.032028,-0.075888,0.116096,True,True,undecided,47,43,False,election_date,13,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,pres_elec,False,219,13.825677,13.782802,0.042874,-0.010597,0.085624,True,True,undecided,111,108,False,election_date,19,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,pres_elec,True,127,10.992168,10.854363,0.137805,0.0465,0.222093,False,True,special_split lower,66,61,False,election_date,3,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,no_dem_candidate,False,346,12.858369,12.786063,0.072306,0.019256,0.131273,False,True,special_split lower,177,169,False,election_date,22,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,incumbent_status,Dem_Incumbent,167,11.284881,11.065264,0.219618,0.110051,0.293692,False,True,special_split lower,79,88,False,election_date,6,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,incumbent_status,GOP_Incumbent,86,12.532245,12.637822,-0.105577,-0.327493,0.226072,True,True,undecided,50,36,False,election_date,6,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party,special_pooled_term,special_split,incumbent_status,No_Incumbent,93,15.530997,15.513545,0.017452,-0.122743,0.139452,True,True,undecided,48,45,False,election_date,22,10000,20260912,non-nested,,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,pooled,all,413,15.007609,15.071628,-0.064019,-0.256376,0.1893,True,True,undecided,217,196,False,election_date,23,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,is_special,False,389,14.187078,14.337834,-0.150756,-0.341178,0.036037,True,True,undecided,207,182,False,election_date,6,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,is_special,True,24,24.768959,24.019526,0.749433,-0.030369,1.413563,True,True,undecided,10,14,False,election_date,17,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,ballot_timing,midterm_dem_pres,161,12.616423,12.736302,-0.119878,-0.2324,-0.054205,False,True,baseline lower,84,77,False,election_date,2,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,ballot_timing,midterm_gop_pres,71,18.646223,19.21632,-0.570097,,,,False,undecided,52,19,False,election_date,1,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,ballot_timing,presidential,157,13.350453,13.266925,0.083528,0.037724,0.11802,False,True,special_pooled_term lower,71,86,False,election_date,3,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,ballot_timing,special,24,24.768959,24.019526,0.749433,-0.030369,1.413563,True,True,undecided,10,14,False,election_date,17,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,office,State Representative,313,15.410833,15.474982,-0.064149,-0.256068,0.190574,True,True,undecided,163,150,False,election_date,16,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,office,State Senate,100,13.668848,13.732766,-0.063918,-0.355524,0.32332,True,True,undecided,54,46,False,election_date,14,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,pres_elec,False,256,15.938905,16.07852,-0.139615,-0.370662,0.323634,True,True,undecided,146,110,False,election_date,20,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,pres_elec,True,157,13.350453,13.266925,0.083528,0.037724,0.11802,False,True,special_pooled_term lower,71,86,False,election_date,3,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,no_dem_candidate,False,413,15.007609,15.071628,-0.064019,-0.256376,0.1893,True,True,undecided,217,196,False,election_date,23,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,incumbent_status,Dem_Incumbent,211,14.159151,14.174765,-0.015614,-0.068717,0.063966,True,True,undecided,109,102,False,election_date,6,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,incumbent_status,GOP_Incumbent,89,12.549315,12.667075,-0.11776,-0.246095,0.032959,True,True,undecided,51,38,False,election_date,6,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_term,incumbent_status,No_Incumbent,113,18.021986,18.129122,-0.107136,-0.598931,0.479635,True,True,undecided,57,56,False,election_date,23,10000,20260912,nested,is_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,pooled,all,413,15.007609,15.008314,-0.000705,-0.021328,0.017524,True,True,undecided,196,217,False,election_date,23,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,is_special,False,389,14.187078,14.181573,0.005505,-0.011711,0.02378,True,True,undecided,181,208,False,election_date,6,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,is_special,True,24,24.768959,24.827336,-0.058377,-0.147478,0.034503,True,True,undecided,15,9,False,election_date,17,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,ballot_timing,midterm_dem_pres,161,12.616423,12.638569,-0.022146,-0.030084,-0.009197,False,True,baseline lower,84,77,False,election_date,2,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,ballot_timing,midterm_gop_pres,71,18.646223,18.632761,0.013461,,,,False,undecided,29,42,False,election_date,1,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,ballot_timing,presidential,157,13.350453,13.322953,0.027501,0.013815,0.039848,False,True,special_pooled_plain lower,68,89,False,election_date,3,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,ballot_timing,special,24,24.768959,24.827336,-0.058377,-0.147478,0.034503,True,True,undecided,15,9,False,election_date,17,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,office,State Representative,313,15.410833,15.401841,0.008992,-0.012251,0.035554,True,True,undecided,146,167,False,election_date,16,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,office,State Senate,100,13.668848,13.703722,-0.034874,-0.078474,0.006313,True,True,undecided,50,50,False,election_date,14,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,pres_elec,False,256,15.938905,15.95408,-0.015176,-0.049192,0.005901,True,True,undecided,128,128,False,election_date,20,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,pres_elec,True,157,13.350453,13.322953,0.027501,0.013815,0.039848,False,True,special_pooled_plain lower,68,89,False,election_date,3,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,no_dem_candidate,False,413,15.007609,15.008314,-0.000705,-0.021328,0.017524,True,True,undecided,196,217,False,election_date,23,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,incumbent_status,Dem_Incumbent,211,14.159151,14.162733,-0.003583,-0.032225,0.03263,True,True,undecided,105,106,False,election_date,6,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,incumbent_status,GOP_Incumbent,89,12.549315,12.48308,0.066235,0.017298,0.097351,False,True,special_pooled_plain lower,30,59,False,election_date,6,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_pooled_plain,incumbent_status,No_Incumbent,113,18.021986,18.055075,-0.033089,-0.069362,0.004096,True,True,undecided,61,52,False,election_date,23,10000,20260912,identical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,pooled,all,413,15.007609,15.026743,-0.019134,-0.248621,0.326771,True,True,undecided,209,204,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,is_special,False,389,14.187078,14.290761,-0.103683,-0.329314,0.212845,True,True,undecided,199,190,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,is_special,True,24,24.768959,23.990266,0.778693,-0.056922,1.474703,True,True,undecided,10,14,False,election_date,17,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,ballot_timing,midterm_dem_pres,161,12.616423,12.856892,-0.240469,-0.344731,-0.181129,False,True,baseline lower,82,79,False,election_date,2,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,ballot_timing,midterm_gop_pres,71,18.646223,19.180076,-0.533853,,,,False,undecided,49,22,False,election_date,1,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,ballot_timing,presidential,157,13.350453,13.043646,0.306808,0.058906,0.494407,False,True,special_split lower,68,89,False,election_date,3,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,ballot_timing,special,24,24.768959,23.990266,0.778693,-0.056922,1.474703,True,True,undecided,10,14,False,election_date,17,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,office,State Representative,313,15.410833,15.414961,-0.004127,-0.237188,0.337782,True,True,undecided,158,155,False,election_date,16,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,office,State Senate,100,13.668848,13.740912,-0.072064,-0.42591,0.38264,True,True,undecided,51,49,False,election_date,14,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,pres_elec,False,256,15.938905,16.12272,-0.183816,-0.37465,0.281058,True,True,undecided,141,115,False,election_date,20,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,pres_elec,True,157,13.350453,13.043646,0.306808,0.058906,0.494407,False,True,special_split lower,68,89,False,election_date,3,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,no_dem_candidate,False,413,15.007609,15.026743,-0.019134,-0.248621,0.326771,True,True,undecided,209,204,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,incumbent_status,Dem_Incumbent,211,14.159151,14.009461,0.14969,-0.047313,0.413579,True,True,undecided,97,114,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,incumbent_status,GOP_Incumbent,89,12.549315,12.737708,-0.188393,-0.495284,0.223782,True,True,undecided,52,37,False,election_date,6,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,special_split,incumbent_status,No_Incumbent,113,18.021986,18.193782,-0.171796,-0.632129,0.436978,True,True,undecided,60,53,False,election_date,23,10000,20260912,non-nested,is_special,,,is_special=False: special_split_general (requires not_special); is_special=True: special_split_special,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,pooled,all,413,15.007609,15.034203,-0.026595,-0.133792,0.063615,True,True,undecided,208,205,False,election_date,23,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,is_special,False,389,14.187078,14.219448,-0.03237,-0.150985,0.057051,True,True,undecided,195,194,False,election_date,6,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,is_special,True,24,24.768959,24.745626,0.023333,-0.319359,0.314581,True,True,undecided,13,11,False,election_date,17,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,ballot_timing,midterm_dem_pres,161,12.616423,12.634341,-0.017918,-0.068488,0.067681,True,True,undecided,84,77,False,election_date,2,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,ballot_timing,midterm_gop_pres,71,18.646223,18.521762,0.124461,,,,False,undecided,21,50,False,election_date,1,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,ballot_timing,presidential,157,13.350453,13.49596,-0.145507,-0.288201,-0.024703,False,True,baseline lower,90,67,False,election_date,3,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,ballot_timing,special,24,24.768959,24.745626,0.023333,-0.319359,0.314581,True,True,undecided,13,11,False,election_date,17,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,office,State Representative,313,15.410833,15.472102,-0.061268,-0.190683,0.040632,True,True,undecided,169,144,False,election_date,16,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,office,State Senate,100,13.668848,13.572569,0.096278,-0.002625,0.202872,True,True,undecided,39,61,False,election_date,14,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,pres_elec,False,256,15.938905,15.904148,0.034756,-0.065534,0.127001,True,True,undecided,118,138,False,election_date,20,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,pres_elec,True,157,13.350453,13.49596,-0.145507,-0.288201,-0.024703,False,True,baseline lower,90,67,False,election_date,3,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,no_dem_candidate,False,413,15.007609,15.034203,-0.026595,-0.133792,0.063615,True,True,undecided,208,205,False,election_date,23,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,incumbent_status,Dem_Incumbent,211,14.159151,14.185662,-0.026511,-0.11363,0.059375,True,True,undecided,111,100,False,election_date,6,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,incumbent_status,GOP_Incumbent,89,12.549315,12.552502,-0.003186,-0.141396,0.081806,True,True,undecided,41,48,False,election_date,6,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_num_candidates,incumbent_status,No_Incumbent,113,18.021986,18.062278,-0.040292,-0.194492,0.094713,True,True,undecided,56,57,False,election_date,23,10000,20260912,nested,num_candidates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,pooled,all,413,15.007609,14.979538,0.02807,-0.151708,0.212618,True,True,undecided,223,190,False,election_date,23,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,is_special,False,389,14.187078,14.150515,0.036563,-0.163388,0.231283,True,True,undecided,210,179,False,election_date,6,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,is_special,True,24,24.768959,24.815513,-0.046554,-0.102197,0.008414,True,True,undecided,13,11,False,election_date,17,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,ballot_timing,midterm_dem_pres,161,12.616423,12.730981,-0.114558,-0.209097,0.044168,True,True,undecided,96,65,False,election_date,2,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,ballot_timing,midterm_gop_pres,71,18.646223,18.184216,0.462006,,,,False,undecided,33,38,False,election_date,1,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,ballot_timing,presidential,157,13.350453,13.430741,-0.080288,-0.252037,0.047399,True,True,undecided,81,76,False,election_date,3,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,ballot_timing,special,24,24.768959,24.815513,-0.046554,-0.102197,0.008414,True,True,undecided,13,11,False,election_date,17,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,office,State Representative,313,15.410833,15.382619,0.028215,-0.118187,0.184411,True,True,undecided,164,149,False,election_date,16,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,office,State Senate,100,13.668848,13.641129,0.027719,-0.278131,0.311502,True,True,undecided,59,41,False,election_date,14,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,pres_elec,False,256,15.938905,15.854716,0.084188,-0.157275,0.333409,True,True,undecided,142,114,False,election_date,20,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,pres_elec,True,157,13.350453,13.430741,-0.080288,-0.252037,0.047399,True,True,undecided,81,76,False,election_date,3,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,no_dem_candidate,False,413,15.007609,14.979538,0.02807,-0.151708,0.212618,True,True,undecided,223,190,False,election_date,23,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,incumbent_status,Dem_Incumbent,211,14.159151,14.378058,-0.218908,-0.406235,-0.05156,False,True,baseline lower,134,77,False,election_date,6,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,incumbent_status,GOP_Incumbent,89,12.549315,11.909985,0.63933,-0.166522,1.270371,True,True,undecided,33,56,False,election_date,6,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_pres_incumbent,incumbent_status,No_Incumbent,113,18.021986,17.954583,0.067404,-0.056895,0.195439,True,True,undecided,56,57,False,election_date,23,10000,20260912,nested,"pres_elec_x_incumbent_dem,pres_elec_x_incumbent_gop",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,pooled,all,413,15.007609,14.34429,0.663319,-0.364311,1.612267,True,True,undecided,180,233,False,election_date,23,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,is_special,False,389,14.187078,13.559792,0.627286,-0.55337,1.659892,True,True,undecided,171,218,False,election_date,6,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,is_special,True,24,24.768959,23.676366,1.092593,0.067623,1.833518,False,True,baseline_year lower,9,15,False,election_date,17,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,ballot_timing,midterm_dem_pres,161,12.616423,12.280943,0.33548,-0.584465,0.916208,True,True,undecided,80,81,False,election_date,2,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,ballot_timing,midterm_gop_pres,71,18.646223,15.818627,2.827596,,,,False,undecided,19,52,False,election_date,1,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,ballot_timing,presidential,157,13.350453,13.70204,-0.351587,-1.318137,0.807563,True,True,undecided,72,85,False,election_date,3,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,ballot_timing,special,24,24.768959,23.676366,1.092593,0.067623,1.833518,False,True,baseline_year lower,9,15,False,election_date,17,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,office,State Representative,313,15.410833,14.679537,0.731297,-0.256794,1.564336,True,True,undecided,142,171,False,election_date,16,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,office,State Senate,100,13.668848,13.240214,0.428634,-0.911877,1.879757,True,True,undecided,38,62,False,election_date,14,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,pres_elec,False,256,15.938905,14.724318,1.214587,0.00269,2.308476,False,True,baseline_year lower,108,148,False,election_date,20,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
two_party_or_strongest,baseline,baseline_year,pres_elec,True,157,13.350453,13.70204,-0.351587,-1.318137,0.807563,True,True,undecided,72,85,False,election_date,3,10000,20260912,non-nested,1|election_date,pres_elec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
